Title,abstract,Authors,Keywords,publication year,doi link,pretreatment category,pretreatment type,pretreatment detail,substrate category,substrate name,substrate type,TS %,VS %,Tc %,Tn %,C/N,Cellulose %,hemi cellulose %,Lignin %
INFLUENCE OF DIFFERENT AEROBIC PRETREATMENTS ON THE KINETICS OF ANAEROBIC-DIGESTION OF OLIVE MILL WASTE-WATER,"A kinetic study was carried out on the anaerobic digestion of Olive Mill Wastewater (OMW) and OMW that was previously fermented with Geolrichum candidum, Azotobacter chrooeoccum and Aspergillus terreus. The bioreactor used was batch fed and contained sepiolite as support for the mediating bacteria. Experimental data observed for methane production (G) against time (t) are described by the following equation: G = G(M)[1 - exp(- AXt/S-0), over the COD range studied (3.9-14.5 g/l), where G(M) is the maximum methane volume obtained at the end of digestion time; S-0 is the initial substrate concentration; X is the microorganism concentration and A is the kinetic constant of the process, which was calculated using a nonlinear regression; This kinetic parameter was found to be influenced by the pretreatment carried out, and was 4.6, 4.1 and 2.3 times higher for Aspergillus, Azotobacter and Geotrichum-pretreated OMW's than that obtained in the anaerobic digestion of untreated OMW. The kinetic constant increased when the phenolic compound content and biotoxicity of the pretreated-OMW's decreased. Finally, the yield coefficient, T-p, was 260 (untreated OMW), 300 (Geotrichum-pretreated OMW), 315 (Azotobacter-pretreated OMW) and 350 (Aspergillus-pretreated OMW) ml CH4 STP/g COD.","BORJA, R; MARTIN, A; ALONSO, V; GARCIA, I; BANKS, CJ",AEROBIC PRETREATMENT; ANAEROBIC DIGESTION; ASPERGILLUS TERREUS; AZOTOBACTER CHROOCOCCUM; BIOTOXICITY; GEOTRICHUM CANDIDUM; KINETICS; PHENOLIC COMPOUNDS,1995,http://dx.doi.org/10.1016/0043-1354(94)00180-F,Biological,aerobic,"Geolrichum candidum, Azotobacter chrooeoccum and Aspergillus terreus",food industry organic waste,olive mill wastewater,mill wastewater,49,41.9,,,,,,
Effect of mild-temperature H O-2 (2) oxidation on solubilization and anaerobic digestion of waste activated sludge,"Efficient sludge management is among the most challenging issues in wastewater treatment today, and anaerobic digestion is regarded as a viable solution. Mild-temperature H O-2 (2) oxidation was examined for enhanced solubilization and biogas production of waste activated sludge (WAS). The effects of pretreatment factors (i.e. temperature and H O-2 (2) concentration) on the degree of WAS disintegration (DD) and biogas yield (BY) were assessed by response surface analysis within the design space of 60-90 degrees C and 0-200mM H O-2 (2). Significant sludge disintegration (up to 23.0% DD) and visibly enhanced BY (up to 26.9%) were shown in the pretreatment trials. Two response surface models to describe how DD and BY respond to changes in the pretreatment conditions were successfully constructed (R-2>0.95, p<0.05). The models showed totally different response surface shapes, indicating the DD and BY were influenced by pretreatment conditions in very different ways. DD was dominantly affected by temperature and showed higher model responses at the high-temperature region, while the BY response peaked in the low-temperature and mid-level H O-2 (2) region. This observation implies that the enhanced solubilization of WAS was not directly translated into an increase in biogas production. Our results showed that WAS can be efficiently disintegrated by H O-2 (2) oxidation under mild-temperature conditions for enhanced anaerobic digestibility. Within the explored region of pretreatment conditions, the maximum BY was estimated to be 82.1mL/gCOD(added) (32.8% greater than the untreated control) at (60.0 degrees C, 74.2mM H O-2 (2)).","Jung, H; Kim, J; Lee, S; Lee, C",response surface analysis; anaerobic digestion; pretreatment; hydrogen peroxide (H 2O 2); waste activated sludge,2014,http://dx.doi.org/10.1080/09593330.2014.880517,Chemical,oxidizer,peroxide h2o2,activated sludge,waste activated sludge,,,,,,,,,
Energy efficiency improvement of thermal hydrolysis and anaerobic digestion of Posidonia oceanica residues,"Posidonia oceanica is the most abundant aquatic plant of the Mediterranean Sea where it plays great ecological importance. The accumulation of residues along the shore, however, creates a littering hardship for the territory due to their bad rotting smell and introduces an obstacle to the enjoyment of the beaches and tourist swimming. Posidonia oceanica residues may be valorized producing bioenergy by anaerobic digestion. Due to its high lignin content, however, a pretreatment step is required for enhance energy recovery. In the present study the effects of acid addition in the thermal hydrolysis step were evaluated in terms of energy balance, biogas production and solids reduction. The results obtained have shown that when thermal pretreatment was enhanced by adding hydrochloric acid (0.4% w/w), an improvement in methane production of 575% was obtained compared to thermal pretreatment only with specific biogas production as high as 0.241 +/- 0.065 Nm(3) per kgVS of wet Posidonia or 0.138 +/- 0.056 Nm(3) CH4/kgVS. This result was ascribed to the defibration of lignocellulosic components operated by acidic thermal pretreatment which allowed the removal of 74%, 70% and 24% of cellulose, hemicellulose and lignin, respectively, during anaerobic digestion. The energy analysis carried out for treatment plants with capacity of 10 and 50 m(3)/d has shown that acid addition in the thermal hydrolysis step allows the energy balance to turn from extremely negative (energy demand is 8 to 10 times greater than the one produced) to positive values, with process energy efficiencies ranging from 22 to 35% with regards to the size of the plant.","De Sanctis, M; Chimienti, S; Pastore, C; Piergrossi, V; Di Iaconi, C",Acidic thermal pretreatment; Anaerobic digestion; Lignocellulosic biomass; Posidonia oceanica; Energy balance; Process energy efficiency,2019,http://dx.doi.org/10.1016/j.apenergy.2019.113457,Physical,thermal,thermal hydrolysis,lignocellulose,posidonia,plant,,,,,,,,
Energy efficiency improvement of thermal hydrolysis and anaerobic digestion of Posidonia oceanica residues,"Posidonia oceanica is the most abundant aquatic plant of the Mediterranean Sea where it plays great ecological importance. The accumulation of residues along the shore, however, creates a littering hardship for the territory due to their bad rotting smell and introduces an obstacle to the enjoyment of the beaches and tourist swimming. Posidonia oceanica residues may be valorized producing bioenergy by anaerobic digestion. Due to its high lignin content, however, a pretreatment step is required for enhance energy recovery. In the present study the effects of acid addition in the thermal hydrolysis step were evaluated in terms of energy balance, biogas production and solids reduction. The results obtained have shown that when thermal pretreatment was enhanced by adding hydrochloric acid (0.4% w/w), an improvement in methane production of 575% was obtained compared to thermal pretreatment only with specific biogas production as high as 0.241 +/- 0.065 Nm(3) per kgVS of wet Posidonia or 0.138 +/- 0.056 Nm(3) CH4/kgVS. This result was ascribed to the defibration of lignocellulosic components operated by acidic thermal pretreatment which allowed the removal of 74%, 70% and 24% of cellulose, hemicellulose and lignin, respectively, during anaerobic digestion. The energy analysis carried out for treatment plants with capacity of 10 and 50 m(3)/d has shown that acid addition in the thermal hydrolysis step allows the energy balance to turn from extremely negative (energy demand is 8 to 10 times greater than the one produced) to positive values, with process energy efficiencies ranging from 22 to 35% with regards to the size of the plant.","De Sanctis, M; Chimienti, S; Pastore, C; Piergrossi, V; Di Iaconi, C",Acidic thermal pretreatment; Anaerobic digestion; Lignocellulosic biomass; Posidonia oceanica; Energy balance; Process energy efficiency,2019,http://dx.doi.org/10.1016/j.apenergy.2019.113457,Chemical,acidic,hcl,lignocellulose,posidonia,plant,,,,,,,,
Thermo-chemo-sonic pretreatment of lignocellulosic waste: Evaluating anaerobic biodegradability and environmental impacts,"In the present study, yard waste was pretreated by thermo-chemo-sonic pretreatment prior to anaerobic digestion to improve its anaerobic biodegradability. First, the pretreatment conditions were optimized using Box-Behnken design based response surface methodology for the maximum organic matter solubilisation. Then, the possible mechanism of delignification by thermo-chemo-sonic pretreatment was discussed. Moreover, the anaerobic digestion performance of untreated yard waste (UYW) and pretreated yard waste (PYW) was compared. The optimum pretreatment condition based on the increase in soluble COD and volatile solids (VS) was: 2997 kJ/kgTS ultrasonic energy, 74 degrees C, and 10.1 pH. The highest methane yield of 374 +/- 28 mL/gVS(added) for the PYW at the optimum condition was achieved, which was 37.5 % higher than the UYW (272 +/- 16 mL/gVS(added)). Finally, the environmental impacts associated with anaerobic digestion of both UYW and PYW were compared. The life cycle assessment confirmed a positive environmental impact of pretreatment.","Panigrahi, S; Tiwari, BR; Brar, SK; Dubey, BK",Thermo-Chemo-Sonic pretreatment; Anaerobic digestion; Yard waste; Response surface methodology; Life cycle assessment,2022,http://dx.doi.org/10.1016/j.biortech.2022.127675,Physical,thermal,,lignocellulose,yard waste,grass,,,,,,,,
Thermo-chemo-sonic pretreatment of lignocellulosic waste: Evaluating anaerobic biodegradability and environmental impacts,"In the present study, yard waste was pretreated by thermo-chemo-sonic pretreatment prior to anaerobic digestion to improve its anaerobic biodegradability. First, the pretreatment conditions were optimized using Box-Behnken design based response surface methodology for the maximum organic matter solubilisation. Then, the possible mechanism of delignification by thermo-chemo-sonic pretreatment was discussed. Moreover, the anaerobic digestion performance of untreated yard waste (UYW) and pretreated yard waste (PYW) was compared. The optimum pretreatment condition based on the increase in soluble COD and volatile solids (VS) was: 2997 kJ/kgTS ultrasonic energy, 74 degrees C, and 10.1 pH. The highest methane yield of 374 +/- 28 mL/gVS(added) for the PYW at the optimum condition was achieved, which was 37.5 % higher than the UYW (272 +/- 16 mL/gVS(added)). Finally, the environmental impacts associated with anaerobic digestion of both UYW and PYW were compared. The life cycle assessment confirmed a positive environmental impact of pretreatment.","Panigrahi, S; Tiwari, BR; Brar, SK; Dubey, BK",Thermo-Chemo-Sonic pretreatment; Anaerobic digestion; Yard waste; Response surface methodology; Life cycle assessment,2022,http://dx.doi.org/10.1016/j.biortech.2022.127675,Chemical,alkaline,,lignocellulose,yard waste,grass,,,,,,,,
Thermo-chemo-sonic pretreatment of lignocellulosic waste: Evaluating anaerobic biodegradability and environmental impacts,"In the present study, yard waste was pretreated by thermo-chemo-sonic pretreatment prior to anaerobic digestion to improve its anaerobic biodegradability. First, the pretreatment conditions were optimized using Box-Behnken design based response surface methodology for the maximum organic matter solubilisation. Then, the possible mechanism of delignification by thermo-chemo-sonic pretreatment was discussed. Moreover, the anaerobic digestion performance of untreated yard waste (UYW) and pretreated yard waste (PYW) was compared. The optimum pretreatment condition based on the increase in soluble COD and volatile solids (VS) was: 2997 kJ/kgTS ultrasonic energy, 74 degrees C, and 10.1 pH. The highest methane yield of 374 +/- 28 mL/gVS(added) for the PYW at the optimum condition was achieved, which was 37.5 % higher than the UYW (272 +/- 16 mL/gVS(added)). Finally, the environmental impacts associated with anaerobic digestion of both UYW and PYW were compared. The life cycle assessment confirmed a positive environmental impact of pretreatment.","Panigrahi, S; Tiwari, BR; Brar, SK; Dubey, BK",Thermo-Chemo-Sonic pretreatment; Anaerobic digestion; Yard waste; Response surface methodology; Life cycle assessment,2022,http://dx.doi.org/10.1016/j.biortech.2022.127675,Physical,ultrasonic,,lignocellulose,yard waste,grass,,,,,,,,
Combinations of fungal and milling pretreatments for enhancing rice straw biogas production during solid-state anaerobic digestion,"Rice straw was pretreated by different combinations of physical (milling) and biological (incubation with Pleurotus ostreatus fungus) treatment to improve its biodegradability and biogas production during solid-state anaerobic digestion (SS-AD). Effects of milling (62 mm) and incubation time (10, 20 and 30 d), on lignin, cellulose, and hemicellulose degradation during fungal pretreatment and methane yield during digestion were assessed by comparison with untreated rice straw. Both incubation time and milling had significant impacts on both lignin removal during fungal pre-treatment and methane yield during digestion. A combination of fungal pretreatment at 30 days followed by milling prior to anaerobic digestion resulted in 30.4% lignin removal, the highest selectivity value (the ratio between relative lignin removal and relative cellulose removal) of 4.22, and the highest methane yield of 258 L/kg VS. This was equivalent to a 165% increase in methane yield from SS-AD compared to untreated rice straw. (C) 2016 Elsevier Ltd. All rights reserved.","Mustafa, AM; Poulsen, TG; Xia, YH; Sheng, KC",Rice straw; Fungal pretreatment; Milling; Incubation time; Solid; state-state anaerobic digestion; Methane yield,2017,http://dx.doi.org/10.1016/j.biortech.2016.11.028,Physical,mechanical desintegration,milling,lignocellulose,rice,straw,90.6,81.5,40,1.2,32.8,36.7,28,13
Combinations of fungal and milling pretreatments for enhancing rice straw biogas production during solid-state anaerobic digestion,"Rice straw was pretreated by different combinations of physical (milling) and biological (incubation with Pleurotus ostreatus fungus) treatment to improve its biodegradability and biogas production during solid-state anaerobic digestion (SS-AD). Effects of milling (62 mm) and incubation time (10, 20 and 30 d), on lignin, cellulose, and hemicellulose degradation during fungal pretreatment and methane yield during digestion were assessed by comparison with untreated rice straw. Both incubation time and milling had significant impacts on both lignin removal during fungal pre-treatment and methane yield during digestion. A combination of fungal pretreatment at 30 days followed by milling prior to anaerobic digestion resulted in 30.4% lignin removal, the highest selectivity value (the ratio between relative lignin removal and relative cellulose removal) of 4.22, and the highest methane yield of 258 L/kg VS. This was equivalent to a 165% increase in methane yield from SS-AD compared to untreated rice straw. (C) 2016 Elsevier Ltd. All rights reserved.","Mustafa, AM; Poulsen, TG; Xia, YH; Sheng, KC",Rice straw; Fungal pretreatment; Milling; Incubation time; Solid; state-state anaerobic digestion; Methane yield,2017,http://dx.doi.org/10.1016/j.biortech.2016.11.028,Biological,fungi,pleurotus ostreatus,lignocellulose,rice,straw,90.6,81.5,40,1.2,32.8,36.7,28,13
Effect of Mild-Temperature Thermo-Alkaline Pretreatment on the Solubilization and Anaerobic Digestion of Spent Coffee Grounds,"Mild-temperature thermo-alkaline pretreatment of spent coffee grounds (SCG) was studied to improve its solubilization and methanation. The simultaneous effects of NaOH concentration (0-0.2 M) and temperature (60-90 degrees C) were investigated. Significant solubilization of SCG was achieved by the pretreatment, particularly under high-NaOH-concentration and high-temperature conditions. However, adding NaOH above a certain concentration adversely affected the methane production. Therefore, the degree of solubilization (SD) correlated poorly with methane yield (Ym). Response surface models of SD and Ym were successfully generated. The maximum response of SD (36.4%) was obtained at 0.18 M NaOH and 90.0 degrees C, while that of Ym (263.31 mL CH4/g COD added) was obtained at 0.13 M NaOH and 70.5 degrees C. Hydrogenotrophic Methanospirillum species were the dominant methanogens in all the SCG digestion tests. It is likely that NaOH concentration had a more significant influence on the development of microbial community structure, particularly of methanogens than temperature.","Kim, D; Kim, J; Lee, C",anaerobic digestion; microbial community structure; response surface analysis; spent coffee grounds; thermo-alkaline pretreatment,2018,http://dx.doi.org/10.3390/en11040865,Physical,thermal,mild,lignocellulose,coffea,grounds,,,54,2.1,25.7142857142857,,,
Effect of Mild-Temperature Thermo-Alkaline Pretreatment on the Solubilization and Anaerobic Digestion of Spent Coffee Grounds,"Mild-temperature thermo-alkaline pretreatment of spent coffee grounds (SCG) was studied to improve its solubilization and methanation. The simultaneous effects of NaOH concentration (0-0.2 M) and temperature (60-90 degrees C) were investigated. Significant solubilization of SCG was achieved by the pretreatment, particularly under high-NaOH-concentration and high-temperature conditions. However, adding NaOH above a certain concentration adversely affected the methane production. Therefore, the degree of solubilization (SD) correlated poorly with methane yield (Ym). Response surface models of SD and Ym were successfully generated. The maximum response of SD (36.4%) was obtained at 0.18 M NaOH and 90.0 degrees C, while that of Ym (263.31 mL CH4/g COD added) was obtained at 0.13 M NaOH and 70.5 degrees C. Hydrogenotrophic Methanospirillum species were the dominant methanogens in all the SCG digestion tests. It is likely that NaOH concentration had a more significant influence on the development of microbial community structure, particularly of methanogens than temperature.","Kim, D; Kim, J; Lee, C",anaerobic digestion; microbial community structure; response surface analysis; spent coffee grounds; thermo-alkaline pretreatment,2018,http://dx.doi.org/10.3390/en11040865,Chemical,alkaline,naoh,lignocellulose,coffea,grounds,,,54,2.1,25.7142857142857,,,
"Strategies to Optimize Microalgae Conversion to Biogas: Co-Digestion, Pretreatment and Hydraulic Retention Time","This study aims at optimizing the anaerobic digestion (AD) of biomass in microalgal-based wastewater treatment systems. It comprises the co-digestion of microalgae with primary sludge, the thermal pretreatment (75 degrees C for 10 h) of microalgae and the role of the hydraulic retention time (HRT) in anaerobic digesters. Initially, a batch test comparing different microalgae (untreated and pretreated) and primary sludge proportions showed how the co-digestion improved the AD kinetics. The highest methane yield was observed by adding 75% of primary sludge to pretreated microalgae (339 mL CH4/g VS). This condition was then investigated in mesophilic lab-scale reactors. The average methane yield was 0.46 L CH4/g VS, which represented a 2.9-fold increase compared to pretreated microalgae mono-digestion. Conversely, microalgae showed a low methane yield despite the thermal pretreatment (0.16 L CH4/g VS). Indeed, microscopic analysis confirmed the presence of microalgae species with resistant cell walls (i.e., Stigioclonium sp. and diatoms). In order to improve their anaerobic biodegradability, the HRT was increased from 20 to 30 days, which led to a 50% methane yield increase. Overall, microalgae AD was substantially improved by the co-digestion with primary sludge, even without pretreatment, and increasing the HRT enhanced the AD of microalgae with resistant cell walls.","Sole-Bundo, M; Salvado, H; Passos, F; Garfi, M; Ferrer, I",anaerobic digestion; bioenergy; co-digestion; hydraulic retention time; microalgal biomass; primary sludge; thermal pretreatment,2018,http://dx.doi.org/10.3390/molecules23092096,Physical,thermal,,micro-algae,pond,,,,,,,,,
Fungal pretreatment of rice straw with Pleurotus ostreatus and Trichoderma reesei to enhance methane production under solid-state anaerobic digestion,"Rice straw was subjected to fungal pretreatment using Pleurotus ostreatus and Trichoderma reesei to improve its biodegradability and methane production via solid-state anaerobic digestion (SS-AD). Effects of moisture content (65%, 75% and 85%), and incubation time (10, 20 and 30 d) on lignin, cellulose, and hemicellulose degradation during fungal pretreatment and methane yield during anaerobic digestion were assessed via comparison to untreated rice straw. Pretreatment with P. ostreatus was most effective at 75% moisture content and 20 d incubation resulting in 33.4% lignin removal and a lignin/cellulose removal ratio (selectivity) of 4.2. In comparison Trichoderma reesei was most effective at 75% moisture content and 20 d incubation resulting in 23.6% lignin removal and a lignin/cellulose removal ratio (selectivity) of 2.88. The corresponding methane yields were 263 and 214 L/kg volatile solids (VS), which were 120% and 78.3% higher than for the untreated rice straw, respectively. (C) 2016 Elsevier Ltd. All rights reserved.","Mustafa, AM; Poulsen, TG; Sheng, KC",Rice straw; Fungal pretreatment; Lignin removal; Solid-state anaerobic digestion; Moisture content; Incubation time,2016,http://dx.doi.org/10.1016/j.apenergy.2016.07.135,Biological,fungi,"pleurotus ostreatus,trichoderma reesei",lignocellulose,rice,straw,90,80.6,41,1.3,31.8,38,29.6,15
Enhancement of methane production from high solid anaerobic digestion of pretreated palm oil decanter cake using a modified solid inclined reactor,"BACKGROUND The potential of methane production from high solid anaerobic digestion (AD) of oil palm decanter cake (OPDC) in a laboratory-scale modified solid inclined (MSI) reactor was investigated. The OPDC was pretreated with liquid hot water (LHW) before being fed to the MSI reactor which operated under high solid content (21% total solids, TS) with leachate recirculation once a day at ambient temperature. The result was compared to the non-pretreated OPDC. The performance of the MSI reactor was evaluated in term of the percentages of solid reduction, methane production rate and yield including removal of organic solids (lignocelluloses and oil and grease). The process stability was also monitored. RESULTS Pretreatment of OPDC with LHW (OPDC-P) influenced lignocellulosic materials by increasing decrystalline cellulose from 50.6 to 28.9% and partial solubilization by reduction of hemicellulose and lignin from 7.6 to 4.9 and 10.6 to 9.5%, respectively. It was found that the chemical oxygen demand (COD) in OPDC-P was increased from 28.5.9 to 62.95 g.L-1. The methane yield and rate of OPDC-P from the anaerobic MSI reactor were as high as 411 L kg(-1)VS(added) and 23.8 L d(-1)(respectively) within a short time of only 15 days compared to corresponding values for nonpretreated OPDC of 245 L kg(-1)VS(added) and 4.9 L d(-1) within 50 days. The MSI reactor had high stability within a pH range of 7-8 and a TVA:alkalinity ratio of 0.1-0.2. CONCLUSION The anaerobic MSI reactor was able to handle high solid content at 21% of OPDC with high performance and stability within a short incubation time. This reactor could be implemented and promoted to utilize solid waste in the palm oil industry. (c) 2019 Society of Chemical Industry","Eko, H; Chaiprasert, P",high solid anaerobic digestion (AD); oil palm decanter cake; pretreatment; modified solid inclined (MSI) reactor,2020,http://dx.doi.org/10.1002/jctb.6266,Physical,thermal,liquid hot water,lignocellulose,palm oil,filter cake,,,,,,,,
The origin of waste activated sludge affects the enhancement of anaerobic digestion by free nitrous acid pre-treatment,"Anaerobic digestion is a common stabilization method for treating primary sludge (PS) and waste activated sludge (WAS). However, its application is often limited by the degradation of WAS. Recent studies have demonstrated FNA to be an effective pre-treatment for enhancing WAS degradability, while having limited effect on PS degradability. WAS characteristics are impacted by wastewater treatment plant (WWTP) configuration and this study is the first to compare the effectiveness of FNA pre-treatment on WAS from WWTP with and without primary treatment. In this study, WAS samples were collected from four full-scale WWTPs with or without primary treatment. Sludge characterization, biomethane potential tests and mathematical modeling were conducted to assess the impacts of FNA pre-treatment on anaerobic digestion. The results showed that FNA pre-treatment was consistently effective for WAS from different WWTPs, while the extent of enhancement varied between WWTPs. For WAS from WWTPs without primary treatment, FNA pretreatment increased the rate of hydrolysis by 54-66% compared to 22-33% increase for WAS without primary treatment. In contrast, WAS from WWTPs with primary treatment experienced greater increases in methane potential (22-24%) compared to WAS from WWTPs without primary treatment (14-16%). These variances could be associated with primary treatment impacting the wastewater COD/N ratio and thus portion of extracellular polymetric substances (EPS) and cells in WAS. FNA pre-treatment targets the destruction of polymetric substances and cells, therefore WAS with a higher proportion of cells (i.e., WAS with primary treatment) experienced greater improvements in methane yield. Similarly, greater improvements in hydrolysis rate were observed for WAS from WWTP without primary sedimentation which contain higher proportions of large EPS molecules. Despite its consistent effectiveness on WAS samples, FNA pre-treatment was ineffective for improving the digestibility of high-rate activated sludge (HRAS). (c) 2021 Elsevier B.V. All rights reserved.","Calderon, AG; Duan, HR; Seo, KY; Macintosh, C; Astals, S; Li, KL; Wan, JJ; Li, HJ; Maulani, N; Lim, ZK; Yuan, ZG; Hu, SH",Free nitrous acids; Pretreatment; Anaerobic digestion; Waste activated sludge; High rate activated sludge; COD; N,2021,http://dx.doi.org/10.1016/j.scitotenv.2021.148831,Chemical,acidic,free nitruous acid,activated sludge,waste activated sludge,,,,,,,,,
Downstream augmentation of hydrothermal carbonization with anaerobic digestion for integrated biogas and hydrochar production from the organic fraction of municipal solid waste: A circular economy concept,"Developing a treatment technology which minimizes the production of by-product (waste) is need of an hour. In this study, municipal yard waste (primary raw material) was microwave-pretreated before anaerobic digestion (AD) to improve biogas production. The anaerobically digested, Pretreated Yard Waste (PTY) and the Untreated Yard Waste (UTY) (waste/secondary raw material) was Hydrothermally Carbonized as a downstream treatment technique to produce energy rich hydrochar. The Hydrothermal carbonization (HTC) was conducted at a temperature of 180 degrees C and 200 degrees C for 6 h to produce carbon-rich hydrochar. Physicochemical, structural and combustion properties of PTY and UTY hydrochar were characterized and compared using a range of techniques to gain detailed insight into individual hydrochar samples. Microwave pretreatment of yard waste enhanced the biogas production from 264 +/- 11 mL/g VS to 370 +/- 14 mL/g VS. The carbon content and higher heating value of digestate increased considerably from 44 and 44.35% to 53-56% and 15-16 MJ/kg to 21-23 MJ/kg, respectively after HTC. Thermal gravimetric analysis of the prepared hydrochar showed that the high-temperature carbonization increased the combustion properties of hydrochar. The hydrochar prepared from PTY showed enhanced physicochemical, structural and combustion properties as compared to hydrochar prepared from UTY. The finding asserted that the pretreatment of yard waste before AD not only improved biogas production but also improved yield with better quality hydrochar when its resulting digestate was hydrothermally carbonized. AD of yard waste yields biogas and HTC of the resulting digestate yields hydrochar; both are biofuel, hence, augmenting HTC as a downstream treatment process along with AD would result in the creation of near-zero loss process. (C) 2019 Elsevier B.V. All rights reserved.","Sharma, HB; Panigrahi, S; Sarmah, AK; Dubey, BK",Hydrothermal carbonization; Microwave pretreatment; Anaerobic digestion; Near-zero loss process; Hydrochar application; Circular economy concept,2020,http://dx.doi.org/10.1016/j.scitotenv.2019.135907,Physical,thermal,microwave,lignocellulose,yard waste,mixed,,,,,,,,
Hygienization performances of innovative sludge treatment solutions to assure safe land spreading,"The present research aims at the evaluation of the hygienization performances of innovative sludge treatment processes applied for the separated treatment of secondary sludge. Namely, two digestion pretreatments (sonication and thermal hydrolysis) and two sequential biological processes (mesophilic/thermophilic and anaerobic/aerobic digestion) were compared to the mesophilic (MAD) and thermophilic anaerobic digestion (TAD). Microbial indicators (Escherichia coli, somatic coliphages and Clostridium perfringens spores) and pathogens (Salmonella and enteroviruses), which show different resistances to treatment processes, were monitored in untreated and treated sludge. Overall, microbial load in secondary sludge was shown to be similar or lower than previously reported in literature for mixed sludge. Notably, the anaerobic/aerobic digestion process increased the removal of E. coli and somatic coliphages compared to the simple MAD and always achieved the hygienization requirement (2-log-unit removal of E. coli) proposed by EU Commission in the 3rd Working Document on sludge (April 2000) for the use of treated sludges in agriculture with restriction on their application. The microbial quality limits for the unrestricted use of sludge in agriculture (no Salmonella in 50 g wet weight (WW) and E. coli <500 CFU/g) were always met when thermal digestion or pretreatment was applied; however, the required removal level (6-log-unit removal of E. coli) could not be assessed due to the low level of this microorganism in raw sludge. Observed levels of indicator removal showed a higher resistance of viral particles to thermal treatment compared with bacterial cells and confirmed the suitability of somatic coliphages as indicators in thermal treatment processes.","Levantesi, C; Beimfohr, C; Blanch, AR; Carducci, A; Gianico, A; Lucena, F; Tomei, MC; Mininni, G",Sewage sludge; Anaerobic digestion; Aerobic stabilization; Pretreatments; Sludge hygienization; Somatic coliphages; C. perfringens; Salmonella; Enterovirus,2015,http://dx.doi.org/10.1007/s11356-014-3572-6,Physical,ultrasonic,,activated sludge,sewage sludge,,,,,,,,,
Hygienization performances of innovative sludge treatment solutions to assure safe land spreading,"The present research aims at the evaluation of the hygienization performances of innovative sludge treatment processes applied for the separated treatment of secondary sludge. Namely, two digestion pretreatments (sonication and thermal hydrolysis) and two sequential biological processes (mesophilic/thermophilic and anaerobic/aerobic digestion) were compared to the mesophilic (MAD) and thermophilic anaerobic digestion (TAD). Microbial indicators (Escherichia coli, somatic coliphages and Clostridium perfringens spores) and pathogens (Salmonella and enteroviruses), which show different resistances to treatment processes, were monitored in untreated and treated sludge. Overall, microbial load in secondary sludge was shown to be similar or lower than previously reported in literature for mixed sludge. Notably, the anaerobic/aerobic digestion process increased the removal of E. coli and somatic coliphages compared to the simple MAD and always achieved the hygienization requirement (2-log-unit removal of E. coli) proposed by EU Commission in the 3rd Working Document on sludge (April 2000) for the use of treated sludges in agriculture with restriction on their application. The microbial quality limits for the unrestricted use of sludge in agriculture (no Salmonella in 50 g wet weight (WW) and E. coli <500 CFU/g) were always met when thermal digestion or pretreatment was applied; however, the required removal level (6-log-unit removal of E. coli) could not be assessed due to the low level of this microorganism in raw sludge. Observed levels of indicator removal showed a higher resistance of viral particles to thermal treatment compared with bacterial cells and confirmed the suitability of somatic coliphages as indicators in thermal treatment processes.","Levantesi, C; Beimfohr, C; Blanch, AR; Carducci, A; Gianico, A; Lucena, F; Tomei, MC; Mininni, G",Sewage sludge; Anaerobic digestion; Aerobic stabilization; Pretreatments; Sludge hygienization; Somatic coliphages; C. perfringens; Salmonella; Enterovirus,2015,http://dx.doi.org/10.1007/s11356-014-3572-6,Physical,thermal,thermal hydrolysis,activated sludge,sewage sludge,,,,,,,,,
Effect of alkaline and alkaline-photocatalytic pretreatment on characteristics and biogas production of rice straw,"To overcome recalcitrant nature and investigate enhancement of biogas production of rice straw (RS), it was subjected to pretreatment under mild conditions. Alkaline pretreatment using sodium hydroxide (NaOH), photocatalytic pretreatment utilizing titania nanoparticles (TiO2 NPs) and alkaline-photocatalytic pretreatment was used to disrupt the lignocellulose complex. As compared to raw RS, maximum biogas and methane enhancement due to alkaline pretreatment was observed for 1.5% w/v NaOH pretreated RS which was 50 and 71% respectively. Photocatalytic pretreatment of RS at 0.25 g/L TiO2 increased biogas and methane yield by 30 and 36% respectively. However, maximum biogas and methane enhancement was observed for alkaline-photocatalytic pretreatment at 1.5% w/v NaOH-0.25 g/L TiO2 which was 74 and 122% respectively. Comparatively high enhancements were observed during alkaline-photocatalytic combined pretreatment due to increased cellulose and decreased lignin content. Moreover, the experimental data obtained from the experiments were validated using a non-linear kinetic model.","Sabeeh, M; Zeshan; Liaquat, R; Maryam, A",Lignocellulosic waste; Alkaline pretreatment; Titania nanoparticles photocatalytic pretreatment; Alkaline-photocatalytic pretreatment; Anaerobic digestion; Rice straw,2020,http://dx.doi.org/10.1016/j.biortech.2020.123449,Chemical,alkaline,naoh,lignocellulose,rice,straw,,,,,,,,
